experiment,model,conditioning,prompt_type,count,overall_mean_physical_score,overall_std_physical_score,overall_mean_statistical_score,overall_std_statistical_score,overall_mean_depth_consistency,overall_mean_energy_conservation,overall_mean_acceleration_conservation,overall_mean_horizontal_momentum_conservation,overall_mean_period_conservation,overall_mean_distance_conservation,discard_rate,is_discarded,is_disappearance,is_duplicate,is_stillness
projectile,CogVideo,single_frame_conditioning,plain,100,0.1340108615811003,0.25997613024858746,0.18339659510496864,0.3401847585797553,0.9100162521991835,0.18046624789181018,0.08655713201368073,0.13500920483780995,0.0,0.0,0.74,0.74,0.07,0.56,0.11
projectile,LTX,multi_frame_conditioning,enhanced,100,0.15036650524339884,0.2898896030160089,0.19109691768805476,0.3455464099122824,0.4341820677973096,0.16511780702189213,0.11755116491181132,0.16843054379649303,0.0,0.0,0.76,0.76,0.56,0.0,0.2
projectile,LTX,multi_frame_conditioning,plain,100,0.16836082477774358,0.27230546488425617,0.22274240243275412,0.35056805747331043,0.6205696283369415,0.18995501636445822,0.12919987121921417,0.18592758674955834,0.0,0.0,0.69,0.69,0.37,0.0,0.32
projectile,LTX,single_frame_conditioning,enhanced,100,0.4009177194343586,0.43716972798412757,0.41228946019194795,0.44911633141667234,0.9843517996510959,0.45794052658031764,0.29124839921318374,0.45356423250957434,0.0,0.0,0.54,0.54,0.0,0.0,0.54
projectile,LTX,single_frame_conditioning,plain,100,0.5003930475789959,0.4338369588324286,0.517816781383207,0.44317153347488486,0.9859099256694335,0.5711106502032204,0.3713696937624645,0.5586987987713029,0.0,0.0,0.42,0.42,0.0,0.01,0.41
projectile,PyramidalFlow,multi_frame_conditioning,enhanced,100,0.23246189771140485,0.3349309561011959,0.17450450685353494,0.29890288691150607,0.7049325258216936,0.2802856537519113,0.14015216728735186,0.2769478720949514,0.0,0.0,0.66,0.66,0.28,0.0,0.38
projectile,PyramidalFlow,multi_frame_conditioning,plain,99,0.3995883207467483,0.3512156243145185,0.33558156939972517,0.35970554429235024,0.8091520155532854,0.4591180324200268,0.25532720956234267,0.48431972025787545,0.0,0.0,0.3939393939393939,0.3939393939393939,0.1717171717171717,0.0,0.2222222222222222
projectile,PyramidalFlow,single_frame_conditioning,enhanced,100,0.41035843025403623,0.41160775898518115,0.43238228560234526,0.43508593151885944,0.7382539312091094,0.4699862102855096,0.2822178710941325,0.4788712093824665,0.0,0.0,0.48,0.48,0.24,0.0,0.24
projectile,PyramidalFlow,single_frame_conditioning,plain,100,0.40974375727829915,0.39209639832669907,0.44408129076124747,0.4209190293389421,0.8302036271233938,0.4789446979979196,0.2746257618104466,0.4756608120265311,0.0,0.0,0.43,0.43,0.15,0.0,0.28
projectile,real-world,none,none,14,0.8615754647723073,0.08217332266794156,0.8283528592962138,0.08457855870719742,0.9994854563602649,0.9284285600109276,0.7047360484173774,0.9515617858886172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
