experiment_category,model,conditioning,prompt_type,total_count,score_sum_mean,statistical_score_mean,physical_score_mean,discard_rate,statistical_proportion,physical_proportion
rolling,COSMOS-predict1,multi_frame_conditioning,enhanced,9,0.6197066145082288,0.4238838165222791,0.19582279798594981,0.1111111111111111,0.684007248911897,0.3159927510881031
rolling,COSMOS-predict1,multi_frame_conditioning,plain,4,0.64471410284222,0.47199066811795365,0.17272343472426632,0.0,0.7320929789455269,0.26790702105447306
rolling,COSMOS-predict1,single_frame_conditioning,enhanced,79,0.3739660528586753,0.26059871252110683,0.11336734033756848,0.3291139240506329,0.6968512530189181,0.30314874698108196
rolling,COSMOS-predict1,single_frame_conditioning,plain,69,0.23098679124159857,0.15800467723762743,0.07298211400397116,0.5507246376811594,0.6840420458170867,0.3159579541829133
rolling,COSMOS-predict2,multi_frame_conditioning,enhanced,36,0.7464441949785688,0.4788487598387341,0.26759543513983475,0.027777777777777776,0.6415064422230282,0.3584935577769718
rolling,COSMOS-predict2,multi_frame_conditioning,plain,31,0.7233705235359408,0.493996967838004,0.2293735556979368,0.0,0.68291000499063,0.31708999500936996
rolling,COSMOS-predict2,single_frame_conditioning,enhanced,96,0.6605597096520731,0.4298877668200909,0.2306719428319821,0.08333333333333333,0.6507931993710596,0.34920680062894016
rolling,COSMOS-predict2,single_frame_conditioning,plain,96,0.5856400556922629,0.38754910197318604,0.19809095371907678,0.10416666666666667,0.6617530652254976,0.3382469347745024
rolling,CogVideo,keyframe_interpolation,enhanced,87,0.5242308770327582,0.3665143580745173,0.15771651895824082,0.1724137931034483,0.6991468342136866,0.3008531657863133
rolling,CogVideo,keyframe_interpolation,plain,84,0.48984034430800855,0.3043785205346492,0.1854618237733594,0.30952380952380953,0.6213831181354427,0.37861688186455744
rolling,CogVideo,multi_frame_conditioning,enhanced,96,0.35180571828659146,0.259112350206275,0.09269336808031647,0.375,0.7365211443072518,0.26347885569274826
rolling,CogVideo,multi_frame_conditioning,plain,32,0.4668816977341028,0.36384856884821015,0.1030331288858927,0.125,0.779316410589794,0.2206835894102061
rolling,CogVideo,single_frame_conditioning,enhanced,69,0.18403167587522015,0.13959985573400557,0.044431820141214565,0.6521739130434783,0.7585642801441373,0.24143571985586262
rolling,CogVideo,single_frame_conditioning,plain,69,0.18598923949449286,0.1330763606131332,0.05291287888135968,0.6666666666666666,0.7155056979362162,0.2844943020637838
rolling,LTX,multi_frame_conditioning,enhanced,96,0.39877241922509854,0.2947256156071574,0.10404680361794115,0.3541666666666667,0.7390822469113418,0.26091775308865817
rolling,LTX,multi_frame_conditioning,plain,30,0.4598679752238322,0.3525307246358551,0.10733725058797709,0.26666666666666666,0.7665911601351829,0.233408839864817
rolling,LTX,single_frame_conditioning,enhanced,96,0.41094451701200724,0.3121532062545444,0.09879131075746282,0.2916666666666667,0.7595993944005431,0.2404006055994568
rolling,LTX,single_frame_conditioning,plain,96,0.32040620336271713,0.2406227563804221,0.07978344698229499,0.4583333333333333,0.7509928142933742,0.24900718570662572
rolling,PyramidalFlow,multi_frame_conditioning,enhanced,96,0.4202826945304973,0.2503360524567899,0.16994664207370738,0.3854166666666667,0.5956373072568292,0.40436269274317077
rolling,PyramidalFlow,multi_frame_conditioning,plain,20,0.446228169497408,0.27862549466394426,0.16760267483346372,0.25,0.6244014020400447,0.37559859795995526
rolling,PyramidalFlow,single_frame_conditioning,enhanced,69,0.19478143770696124,0.11988293660034315,0.0748985011066181,0.6956521739130435,0.6154741335296072,0.3845258664703927
rolling,PyramidalFlow,single_frame_conditioning,plain,69,0.15084277694982834,0.09146363855685402,0.05937913839297431,0.782608695652174,0.6063508005244139,0.3936491994755861
rolling,WAN-2.1,keyframe_interpolation,enhanced,87,0.527380454979841,0.278967046034312,0.248413408945529,0.27586206896551724,0.5289673581949021,0.4710326418050979
rolling,WAN-2.1,keyframe_interpolation,plain,51,0.5146357718402945,0.282697176285694,0.2319385955546005,0.35294117647058826,0.5493150530030054,0.4506849469969945
rolling,WAN-2.1,single_frame_conditioning,enhanced,72,0.5386665807019217,0.3786355718868235,0.16003100881509832,0.1527777777777778,0.7029126837485143,0.2970873162514858
rolling,WAN-2.1,single_frame_conditioning,plain,18,0.49348939441183276,0.3601654859423253,0.13332390846950748,0.16666666666666666,0.7298342984079524,0.27016570159204756
sliding,COSMOS-predict1,multi_frame_conditioning,enhanced,3,0.5567893630191343,0.37785099462634913,0.17893836839278518,0.0,0.678624664410775,0.32137533558922515
sliding,COSMOS-predict1,multi_frame_conditioning,plain,2,0.7018238720906949,0.49012664652817917,0.21169722556251572,0.0,0.6983613211504458,0.3016386788495542
sliding,COSMOS-predict1,single_frame_conditioning,enhanced,24,0.36486252830579874,0.2464039273598665,0.11845860094593226,0.25,0.6753336071643683,0.32466639283563176
sliding,COSMOS-predict1,single_frame_conditioning,plain,23,0.3856125400506058,0.26575907884573896,0.11985346120486687,0.30434782608695654,0.6891868164112663,0.3108131835887337
sliding,COSMOS-predict2,multi_frame_conditioning,enhanced,30,0.4373055443348802,0.26490110393784355,0.17240444039703667,0.43333333333333335,0.6057574786543007,0.3942425213456993
sliding,COSMOS-predict2,multi_frame_conditioning,plain,29,0.4074405847894059,0.24967747998952958,0.15776310479987632,0.4482758620689655,0.6127948204241375,0.3872051795758624
sliding,COSMOS-predict2,single_frame_conditioning,enhanced,50,0.4583094997814426,0.30538710156104615,0.15292239822039644,0.34,0.6663337803529674,0.3336662196470325
sliding,COSMOS-predict2,single_frame_conditioning,plain,50,0.4502687141038029,0.2938017479537633,0.15646696615003966,0.36,0.6525031359074873,0.3474968640925127
sliding,CogVideo,keyframe_interpolation,enhanced,50,0.40527713143510413,0.2535725397953797,0.1517045916397244,0.32,0.6256769013772581,0.3743230986227419
sliding,CogVideo,keyframe_interpolation,plain,49,0.45609849899843286,0.25242586400513833,0.2036726349932945,0.2653061224489796,0.5534459432764011,0.4465540567235989
sliding,CogVideo,multi_frame_conditioning,enhanced,50,0.3877900207382528,0.2598018751360278,0.12798814560222505,0.38,0.6699550304090642,0.3300449695909359
sliding,CogVideo,multi_frame_conditioning,plain,29,0.3452635770609243,0.22287361576683296,0.12238996129409133,0.41379310344827586,0.6455173107573559,0.3544826892426441
sliding,CogVideo,single_frame_conditioning,enhanced,23,0.4196717909739066,0.31126431458637827,0.10840747638752833,0.2608695652173913,0.7416851007880378,0.25831489921196216
sliding,CogVideo,single_frame_conditioning,plain,23,0.40259139993767973,0.29046600200988515,0.11212539792779462,0.30434782608695654,0.7214908268155968,0.2785091731844033
sliding,LTX,multi_frame_conditioning,enhanced,50,0.3982456338137547,0.2781474852317448,0.12009814858200984,0.36,0.6984319766875949,0.3015680233124049
sliding,LTX,multi_frame_conditioning,plain,29,0.30915701061371526,0.1877911533393074,0.12136585727440785,0.5172413793103449,0.6074297101221109,0.39257028987788917
sliding,LTX,single_frame_conditioning,enhanced,50,0.3266858206274756,0.24732056680044834,0.07936525382702729,0.34,0.7570593860652172,0.24294061393478292
sliding,LTX,single_frame_conditioning,plain,50,0.379773573435296,0.25206611587603606,0.12770745755925988,0.38,0.6637273720652442,0.33627262793475565
sliding,PyramidalFlow,multi_frame_conditioning,enhanced,50,0.2595554553569893,0.14158937662512883,0.11796607873186048,0.64,0.5455072266941513,0.4544927733058487
sliding,PyramidalFlow,multi_frame_conditioning,plain,20,0.33292453051322235,0.16315435741745998,0.16977017309576237,0.5,0.49006409099968734,0.5099359090003126
sliding,PyramidalFlow,single_frame_conditioning,enhanced,23,0.1797451578479975,0.10223780119100286,0.07750735665699467,0.782608695652174,0.568793075791565,0.43120692420843515
sliding,PyramidalFlow,single_frame_conditioning,plain,23,0.3239071320522113,0.17929679173474927,0.14461034031746198,0.5652173913043478,0.553543821646533,0.44645617835346685
sliding,WAN-2.1,keyframe_interpolation,enhanced,50,0.34290120498340804,0.17275193386122317,0.17014927112218486,0.58,0.5037950621071224,0.49620493789287756
sliding,WAN-2.1,keyframe_interpolation,plain,38,0.2614710555003512,0.13705941237925715,0.1244116431210941,0.631578947368421,0.5241857922552083,0.4758142077447918
sliding,WAN-2.1,single_frame_conditioning,enhanced,45,0.3650349426593596,0.25524641267351167,0.1097885299858479,0.4666666666666667,0.6992382998021658,0.30076170019783416
sliding,WAN-2.1,single_frame_conditioning,plain,27,0.1408083124881262,0.10960093234036779,0.031207380147758416,0.7777777777777778,0.7783697595950523,0.22163024040494775
spring,COSMOS-predict1,multi_frame_conditioning,enhanced,23,0.4083212786175216,0.08398624014462173,0.32433503847289985,0.2608695652173913,0.2056866603400614,0.7943133396599386
spring,COSMOS-predict1,multi_frame_conditioning,plain,23,0.6777098366687914,0.24874714118387828,0.42896269548491306,0.0,0.3670407713226765,0.6329592286773235
spring,COSMOS-predict1,single_frame_conditioning,enhanced,23,0.4129430153116767,0.058593546772506035,0.35434946853917065,0.08695652173913043,0.14189257258239718,0.8581074274176028
spring,COSMOS-predict1,single_frame_conditioning,plain,23,0.6928532303613624,0.2690388717802682,0.4238143585810942,0.043478260869565216,0.38830571900480154,0.6116942809951985
spring,COSMOS-predict2,multi_frame_conditioning,enhanced,23,0.5031682617259867,0.16410080685807568,0.339067454867911,0.13043478260869565,0.3261350513149834,0.6738649486850166
spring,COSMOS-predict2,multi_frame_conditioning,plain,23,0.4757007201553945,0.16502916548224023,0.3106715546731543,0.21739130434782608,0.3469180484493088,0.6530819515506914
spring,COSMOS-predict2,single_frame_conditioning,enhanced,23,0.3774678556520289,0.1203323898622645,0.2571354657897644,0.30434782608695654,0.31878844267256934,0.6812115573274306
spring,COSMOS-predict2,single_frame_conditioning,plain,23,0.5890625119771066,0.2358079114661951,0.3532546005109115,0.13043478260869565,0.40031050469455026,0.5996894953054498
spring,CogVideo,multi_frame_conditioning,enhanced,23,0.527480222925261,0.1467426885913561,0.38073753433390484,0.0,0.2781956217762276,0.7218043782237724
spring,CogVideo,multi_frame_conditioning,plain,23,0.7472328349781899,0.30164965686152234,0.4455831781166676,0.0,0.40368897449524793,0.596311025504752
spring,CogVideo,single_frame_conditioning,enhanced,23,0.4067427783740921,0.1662695616009183,0.24047321677317382,0.21739130434782608,0.40878306989385754,0.5912169301061425
spring,CogVideo,single_frame_conditioning,plain,23,0.51206470515983,0.2667648103180166,0.24529989484181355,0.21739130434782608,0.5209591827555302,0.47904081724447
spring,LTX,multi_frame_conditioning,enhanced,23,0.40951950087797007,0.10434901982853391,0.30517048104943617,0.13043478260869565,0.2548084269609133,0.7451915730390867
spring,LTX,multi_frame_conditioning,plain,23,0.5383989976492229,0.18050135087738023,0.3578976467718427,0.043478260869565216,0.33525573350896215,0.6647442664910378
spring,LTX,single_frame_conditioning,enhanced,23,0.43231938363544825,0.09332160648245649,0.33899777715299173,0.13043478260869565,0.21586264695720792,0.784137353042792
spring,LTX,single_frame_conditioning,plain,23,0.530553091726098,0.09566325567667579,0.4348898360494222,0.0,0.18030854436347846,0.8196914556365216
spring,PyramidalFlow,multi_frame_conditioning,enhanced,23,0.6512729035240593,0.28276388855984147,0.3685090149642178,0.17391304347826086,0.43417112400930036,0.5658288759906995
spring,PyramidalFlow,multi_frame_conditioning,plain,23,0.6504023041172579,0.28637576359515166,0.3640265405221062,0.17391304347826086,0.4403055797654775,0.5596944202345224
spring,WAN-2.1,keyframe_interpolation,enhanced,23,0.608803880376096,0.3032130659742587,0.30559081440183733,0.13043478260869565,0.4980471967211265,0.5019528032788735
spring,WAN-2.1,keyframe_interpolation,plain,12,0.6360699163400682,0.244953152121779,0.3911167642182891,0.0,0.385104130582427,0.614895869417573
spring,WAN-2.1,single_frame_conditioning,enhanced,23,0.3981998620319143,0.11632598902380797,0.2818738730081064,0.21739130434782608,0.2921296567764377,0.7078703432235625
spring,WAN-2.1,single_frame_conditioning,plain,23,0.49828595083035665,0.22340071611179693,0.27488523471855975,0.08695652173913043,0.44833838028047185,0.5516616197195282
